date,open,high,low,raw_close,adjusted_close,volume,source_id,source_url,is_peak_raw_close,is_peak_intraday_high
2025-12-31,307.78,308.21,305.35,305.63,301.884735,1903600,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-02,305.29,305.55,300.29,303.26,299.543762,3124300,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-05,301.25,302.33,299.62,299.86,296.185425,4573300,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-06,299.07,304.22,298.33,302.77,299.059753,3769100,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-07,305.33,307.00,303.31,304.16,300.432770,4100200,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-08,303.44,309.00,302.63,308.88,305.094910,3268300,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-09,309.04,309.52,304.60,307.32,303.554016,2972000,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-12,307.44,307.48,304.17,306.75,302.990997,3206600,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-13,305.23,309.66,305.20,309.44,305.648041,2967900,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-14,309.44,311.18,305.93,308.13,304.354095,2949000,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-15,308.93,308.93,303.80,308.62,304.838074,3189200,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-16,306.89,308.53,305.84,307.43,303.662689,2590600,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-20,306.44,306.55,302.45,302.84,299.128906,3018000,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-21,303.34,305.71,303.14,305.69,301.944000,3630900,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2026-01-22,306.15,307.63,304.95,306.03,302.279846,2809400,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
